time,mass flow base,mass flow out,mass flow in,power peak,power base,battery,power total,loss,heat in,heat out
7628,333.3333333333333,168.5563486298408,0.0,151.70071376685672,300.0,6253.261390150182,451.7007137668567,13.591987918632833,0.0,299.0189624693376
7629,333.3333333333333,168.5563486298408,0.0,151.70071376685672,300.0,5940.650439762211,451.7007137668567,12.91250180797729,0.0,299.0189624693376
7630,333.3333333333333,168.5563486298408,0.0,151.70071376685672,300.0,5628.718975484897,451.7007137668567,12.234492617352862,0.0,299.0189624693376
7631,333.3333333333333,168.5563486298408,0.0,151.70071376685672,300.0,5317.4655203982065,451.7007137668567,11.557957136550032,0.0,299.0189624693376
7632,333.3333333333333,168.5563486298408,0.0,151.70071376685672,300.0,5006.888600792318,451.7007137668567,10.882892162336944,0.0,299.0189624693376
7633,0.0,0.0,333.3333333333333,0.0,0.0,4696.9867461606445,0.0,10.209294498444237,703.3333333333334,0.0
7634,0.0,0.0,333.3333333333333,0.0,0.0,5390.110784995532,0.0,11.715857709890535,703.3333333333334,0.0
7635,0.0,0.0,333.3333333333333,0.0,0.0,6081.728260618976,0.0,13.219146279883194,703.3333333333334,0.0
7636,0.0,0.0,333.3333333333333,0.0,0.0,6771.842447672425,0.0,14.719167326129964,703.3333333333334,0.0
7637,0.0,0.0,333.3333333333333,0.0,0.0,7460.456613679628,0.0,16.215927950867666,703.3333333333334,0.0
7638,333.3333333333333,168.5563486298408,0.0,151.70071376685672,300.0,8147.574019062094,451.7007137668567,17.709435240895807,0.0,299.0189624693376
7639,333.3333333333333,168.5563486298408,0.0,151.70071376685672,300.0,7830.84562135186,451.7007137668567,17.02099951326952,0.0,299.0189624693376
7640,333.3333333333333,168.5563486298408,0.0,151.70071376685672,300.0,7514.805659369253,451.7007137668567,16.33406015841718,0.0,299.0189624693376
7641,333.3333333333333,168.5563486298408,0.0,151.70071376685672,300.0,7199.452636741498,451.7007137668567,15.64861392384712,0.0,299.0189624693376
7642,333.3333333333333,168.5563486298408,0.0,151.70071376685672,300.0,6884.785060348315,451.7007137668567,14.964657564137212,0.0,299.0189624693376
7643,333.3333333333333,168.5563486298408,0.0,151.70071376685672,300.0,6570.80144031484,451.7007137668567,14.282187840919537,0.0,299.0189624693376
7644,333.3333333333333,168.5563486298408,0.0,151.70071376685672,300.0,6257.500290004583,451.7007137668567,13.60120152286503,0.0,299.0189624693376
7645,333.3333333333333,168.5563486298408,0.0,151.70071376685672,300.0,5944.88012601238,451.7007137668567,12.921695385668198,0.0,299.0189624693376
7646,333.3333333333333,168.5563486298408,0.0,151.70071376685672,300.0,5632.939468157374,451.7007137668567,12.24366621203185,0.0,299.0189624693376
7647,333.3333333333333,168.5563486298408,0.0,151.70071376685672,300.0,5321.6768394760065,451.7007137668567,11.567110791651853,0.0,299.0189624693376
7648,333.3333333333333,168.5563486298408,0.0,151.70071376685672,300.0,5011.0907662150175,451.7007137668567,10.89202592120194,0.0,299.0189624693376
7649,333.3333333333333,168.5563486298408,0.0,151.70071376685672,300.0,4701.179777824477,451.7007137668567,10.218408404318545,0.0,299.0189624693376
7650,333.3333333333333,168.5563486298408,0.0,151.70071376685672,300.0,4391.942406950821,451.7007137668567,9.546255051585664,0.0,299.0189624693376
7651,333.3333333333333,168.5563486298408,0.0,151.70071376685672,300.0,4083.3771894298984,451.7007137668567,8.875562680519762,0.0,299.0189624693376
7652,333.3333333333333,168.5563486298408,0.0,151.70071376685672,300.0,3775.4826642800413,451.7007137668567,8.206328115554687,0.0,299.0189624693376
7653,333.3333333333333,168.5563486298408,0.0,151.70071376685672,300.0,3468.2573736951485,451.7007137668567,7.538548188026655,0.0,299.0189624693376
7654,333.3333333333333,0.0,0.0,0.0,300.0,3161.699863037785,300.0,6.8722197361592405,0.0,0.0
7655,0.0,0.0,333.3333333333333,0.0,0.0,3154.8276433016254,0.0,6.857282390380733,703.3333333333334,0.0
7656,0.0,0.0,333.3333333333333,0.0,0.0,3851.303694244578,0.0,8.37113148118395,703.3333333333334,0.0
7657,0.0,0.0,333.3333333333333,0.0,0.0,4546.265896096727,0.0,9.881690094063881,703.3333333333334,0.0
7658,0.0,0.0,333.3333333333333,0.0,0.0,5239.717539335996,0.0,11.38896538115017,703.3333333333334,0.0
7659,0.0,0.0,333.3333333333333,0.0,0.0,5931.661907288179,0.0,12.892964479026716,703.3333333333334,0.0
7660,0.0,0.0,333.3333333333333,0.0,0.0,6622.102276142486,0.0,14.393694508765446,703.3333333333334,0.0
7661,0.0,0.0,333.3333333333333,0.0,0.0,7311.041914967052,0.0,15.891162575960042,703.3333333333334,0.0
7662,333.3333333333333,168.5563486298408,0.0,151.70071376685672,300.0,7998.484085724425,451.7007137668567,17.385375770759584,0.0,299.0189624693376
7663,333.3333333333333,168.5563486298408,0.0,151.70071376685672,300.0,7682.079747484328,451.7007137668567,16.69764441356149,0.0,299.0189624693376
7664,333.3333333333333,168.5563486298408,0.0,151.70071376685672,300.0,7366.363140601429,451.7007137668567,16.011407898129175,0.0,299.0189624693376
7665,333.3333333333333,168.5563486298408,0.0,151.70071376685672,300.0,7051.332770233962,451.7007137668567,15.326662975298719,0.0,299.0189624693376
7666,333.3333333333333,168.5563486298408,0.0,151.70071376685672,300.0,6736.9871447893265,451.7007137668567,14.643406402968557,0.0,299.0189624693376
7667,333.3333333333333,168.5563486298408,0.0,151.70071376685672,300.0,6423.32477591702,451.7007137668567,13.961634946084077,0.0,299.0189624693376
7668,333.3333333333333,168.5563486298408,0.0,151.70071376685672,300.0,6110.344178501598,451.7007137668567,13.281345376622355,0.0,299.0189624693376
7669,333.3333333333333,168.5563486298408,0.0,151.70071376685672,300.0,5798.043870655639,451.7007137668567,12.602534473576823,0.0,299.0189624693376
7670,333.3333333333333,168.5563486298408,0.0,151.70071376685672,300.0,5486.422373712725,451.7007137668567,11.925199022942056,0.0,299.0189624693376
7671,333.3333333333333,168.5563486298408,0.0,151.70071376685672,300.0,5175.478212220445,451.7007137668567,11.249335817698531,0.0,299.0189624693376
7672,333.3333333333333,168.5563486298408,0.0,151.70071376685672,300.0,4865.20991393341,451.7007137668567,10.574941657797455,0.0,299.0189624693376
7673,333.3333333333333,168.5563486298408,0.0,151.70071376685672,300.0,4555.616009806275,451.7007137668567,9.90201335014561,0.0,299.0189624693376
7674,333.3333333333333,168.5563486298408,0.0,151.70071376685672,300.0,4246.695033986791,451.7007137668567,9.23054770859023,0.0,299.0189624693376
7675,333.3333333333333,168.5563486298408,0.0,151.70071376685672,300.0,3938.4455238088635,451.7007137668567,8.56054155390392,0.0,299.0189624693376
7676,333.3333333333333,168.5563486298408,0.0,151.70071376685672,300.0,3630.866019785622,451.7007137668567,7.891991713769609,0.0,299.0189624693376
7677,333.3333333333333,168.5563486298408,0.0,151.70071376685672,300.0,3323.955065602515,451.7007137668567,7.22489502276551,0.0,299.0189624693376
7678,333.3333333333333,168.5563486298408,0.0,151.70071376685672,300.0,3017.711208110412,451.7007137668567,6.559248322350159,0.0,299.0189624693376
7679,0.0,0.0,333.3333333333333,0.0,0.0,2712.132997318724,0.0,5.895048460847439,703.3333333333334,0.0
7680,137.13335972335003,0.0,196.1999736099833,0.0,123.42002375101502,3409.57128219121,123.42002375101502,7.410989047772299,413.98194431706474,0.0
7681,0.0,0.0,333.3333333333333,0.0,0.0,3816.142237460502,0.0,8.294705106850156,703.3333333333334,0.0
7682,0.0,0.0,333.3333333333333,0.0,0.0,4511.180865686985,0.0,9.805429838862453,703.3333333333334,0.0
7683,0.0,0.0,333.3333333333333,0.0,0.0,5204.708769181456,0.0,11.312870884007252,703.3333333333334,0.0
7684,0.0,0.0,333.3333333333333,0.0,0.0,5896.729231630781,0.0,12.817035379653266,703.3333333333334,0.0
7685,333.3333333333333,168.5563486298408,0.0,151.70071376685672,300.0,6587.24552958446,451.7007137668567,14.317930447655543,0.0,299.0189624693376
7686,333.3333333333333,168.5563486298408,0.0,151.70071376685672,300.0,6273.908636667466,451.7007137668567,13.636866440048555,0.0,299.0189624693376
7687,333.3333333333333,168.5563486298408,0.0,151.70071376685672,300.0,5961.252807758081,451.7007137668567,12.957282782164002,0.0,299.0189624693376
7688,333.3333333333333,168.5563486298408,0.0,151.70071376685672,300.0,5649.276562506579,451.7007137668567,12.279176256337644,0.0,299.0189624693376
7689,333.3333333333333,168.5563486298408,0.0,151.70071376685672,300.0,5337.978423780904,451.7007137668567,11.602543651899108,0.0,299.0189624693376
7690,333.3333333333333,168.5563486298408,0.0,151.70071376685672,300.0,5027.3569176596675,451.7007137668567,10.92738176515668,0.0,299.0189624693376
7691,333.3333333333333,168.5563486298408,0.0,151.70071376685672,300.0,4717.4105734251725,451.7007137668567,10.253687399382136,0.0,299.0189624693376
7692,333.3333333333333,168.5563486298408,0.0,151.70071376685672,300.0,4408.137923556454,451.7007137668567,9.581457364795616,0.0,299.0189624693376
7693,333.3333333333333,168.5563486298408,0.0,151.70071376685672,300.0,4099.53750372232,451.7007137668567,8.910688478550512,0.0,299.0189624693376
7694,333.3333333333333,168.5563486298408,0.0,151.70071376685672,300.0,3791.6078527744326,451.7007137668567,8.241377564718395,0.0,299.0189624693376
7695,333.3333333333333,168.5563486298408,0.0,151.70071376685672,300.0,3484.3475127403763,451.7007137668567,7.573521454273983,0.0,299.0189624693376
7696,333.3333333333333,168.5563486298408,0.0,151.70071376685672,300.0,3177.755028816765,451.7007137668567,6.907116985080145,0.0,299.0189624693376
7697,333.3333333333333,168.5563486298408,0.0,151.70071376685672,300.0,2871.828949362347,451.7007137668567,6.242161001872909,0.0,299.0189624693376
7698,333.3333333333333,168.5563486298408,0.0,151.70071376685672,300.0,2566.567825891136,451.7007137668567,5.578650356246542,0.0,299.0189624693376
7699,333.3333333333333,168.5563486298408,0.0,151.70071376685672,300.0,2261.970213065552,451.7007137668567,4.916581906638632,0.0,299.0189624693376
7700,333.3333333333333,168.5563486298408,0.0,151.70071376685672,300.0,1958.034668689576,451.7007137668567,4.255952518315214,0.0,299.0189624693376
7701,333.3333333333333,168.5563486298408,0.0,151.70071376685672,300.0,1654.7597537019233,451.7007137668567,3.596759063355932,0.0,299.0189624693376
7702,0.0,0.0,333.3333333333333,0.0,0.0,1352.1440321692298,0.0,2.938998420639229,703.3333333333334,0.0
7703,333.3333333333333,168.5563486298408,0.0,151.70071376685672,300.0,2052.538367081924,451.7007137668567,4.461364230168197,0.0,299.0189624693376
7704,333.3333333333333,168.5563486298408,0.0,151.70071376685672,300.0,1749.0580403824183,451.7007137668567,3.8017242956310353,0.0,299.0189624693376
7705,333.3333333333333,168.5563486298408,0.0,151.70071376685672,300.0,1446.2373536174498,451.7007137668567,3.1435181437972477,0.0,299.0189624693376
7706,333.3333333333333,168.5563486298408,0.0,151.70071376685672,300.0,1144.074873004315,451.7007137668567,2.4867426582199177,0.0,299.0189624693376
7707,0.0,0.0,333.3333333333333,0.0,0.0,842.5691678767573,0.0,1.831394729225986,703.3333333333334,0.0
7708,0.0,0.0,333.3333333333333,0.0,0.0,1544.0711064808645,0.0,3.356168008242161,703.3333333333334,0.0
7709,0.0,0.0,333.3333333333333,0.0,0.0,2244.0482718059557,0.0,4.87762706469606,703.3333333333334,0.0
7710,0.0,0.0,333.3333333333333,0.0,0.0,2942.5039780745924,0.0,6.395779102328294,703.3333333333334,0.0
7711,333.3333333333333,168.5563486298408,0.0,151.70071376685672,300.0,3639.4415323055973,451.7007137668567,7.91063130922154,0.0,299.0189624693376
7712,333.3333333333333,168.5563486298408,0.0,151.70071376685672,300.0,3332.511938527038,451.7007137668567,7.243494103493944,0.0,299.0189624693376
7713,333.3333333333333,168.5563486298408,0.0,151.70071376685672,300.0,3026.2494819542067,451.7007137668567,6.577806976417243,0.0,299.0189624693376
7714,333.3333333333333,168.5563486298408,0.0,151.70071376685672,300.0,2720.652712508452,451.7007137668567,5.9135667761239095,0.0,299.0189624693376
7715,333.3333333333333,168.5563486298408,0.0,151.70071376685672,300.0,2415.7201832629908,451.7007137668567,5.250770357597268,0.0,299.0189624693376
7716,333.3333333333333,168.5563486298408,0.0,151.70071376685672,300.0,2111.450450436056,451.7007137668567,4.5894145826566,0.0,299.0189624693376
7717,333.3333333333333,168.5563486298408,0.0,151.70071376685672,300.0,1807.842073384062,451.7007137668567,3.9294963199422823,0.0,299.0189624693376
7718,333.3333333333333,168.5563486298408,0.0,151.70071376685672,300.0,1504.893614594782,451.7007137668567,3.271012444900968,0.0,299.0189624693376
7719,333.3333333333333,168.5563486298408,0.0,151.70071376685672,300.0,1202.6036396805434,451.7007137668567,2.6139598397707875,0.0,299.0189624693376
7720,333.3333333333333,168.5563486298408,0.0,151.70071376685672,300.0,900.9707173714353,451.7007137668567,1.9583353935665877,0.0,299.0189624693376
7721,333.3333333333333,168.5563486298408,0.0,151.70071376685672,300.0,599.9934195085311,451.7007137668567,1.3041360020652037,0.0,299.0189624693376
7722,333.3333333333333,168.5563486298408,0.0,151.70071376685672,300.0,299.67032103712825,451.7007137668567,0.6513585677907584,0.0,299.0189624693376
7723,191.30948450057105,0.0,142.02384883276227,0.0,172.17853605051394,0.0,172.17853605051394,0.0,299.6703210371284,0.0
7724,333.3333333333333,168.5563486298408,0.0,151.70071376685672,300.0,299.6703210371284,451.7007137668567,0.6513585677907588,0.0,299.0189624693376
7725,191.30948450057105,0.0,142.02384883276227,0.0,172.17853605051394,0.0,172.17853605051394,0.0,299.6703210371284,0.0
7726,333.3333333333333,168.5563486298408,0.0,151.70071376685672,300.0,299.6703210371284,451.7007137668567,0.6513585677907588,0.0,299.0189624693376
7727,333.3333333333333,0.0,0.0,0.0,300.0,0.0,300.0,0.0,0.0,0.0
7728,0.0,0.0,333.3333333333333,0.0,0.0,0.0,0.0,0.0,703.3333333333334,0.0
7729,0.0,0.0,333.3333333333333,0.0,0.0,703.3333333333334,0.0,1.528753969008296,703.3333333333334,0.0
7730,0.0,0.0,333.3333333333333,0.0,0.0,1405.1379126976583,0.0,3.0541850630908685,703.3333333333334,0.0
7731,0.0,0.0,333.3333333333333,0.0,0.0,2105.417060967901,0.0,4.576300504794967,703.3333333333334,0.0
7732,0.0,0.0,333.3333333333333,0.0,0.0,2804.1740937964396,0.0,6.095107500969027,703.3333333333334,0.0
7733,0.0,0.0,333.3333333333333,0.0,0.0,3501.412319628804,0.0,7.610613242796794,703.3333333333334,0.0
7734,0.0,0.0,333.3333333333333,0.0,0.0,4197.13503971934,0.0,9.122824905831376,703.3333333333334,0.0
7735,0.0,0.0,333.3333333333333,0.0,0.0,4891.345548146842,0.0,10.631749650029212,703.3333333333334,0.0
7736,0.0,0.0,333.3333333333333,0.0,0.0,5584.047131830146,0.0,12.137394619783972,703.3333333333334,0.0
7737,0.0,0.0,333.3333333333333,0.0,0.0,6275.243070543695,0.0,13.639766943960398,703.3333333333334,0.0
7738,0.0,0.0,333.3333333333333,0.0,0.0,6964.936636933067,0.0,15.138873735928039,703.3333333333334,0.0
7739,333.3333333333333,168.5563486298408,0.0,151.70071376685672,300.0,7653.131096530472,451.7007137668567,16.634722093594938,0.0,299.0189624693376
7740,0.0,0.0,333.3333333333333,0.0,0.0,7337.477411967539,0.0,15.94862234510061,703.3333333333334,0.0
7741,128.31883679754975,0.0,205.01449653578356,0.0,115.48695311779478,8024.862122955771,115.48695311779478,17.442710646274374,432.58058769050336,0.0
7742,333.3333333333333,168.5563486298408,0.0,151.70071376685672,300.0,8440.0,451.7007137668567,18.345047628099554,0.0,299.0189624693376
7743,333.3333333333333,0.0,0.0,0.0,300.0,8122.635989902564,300.0,17.65523034365854,0.0,0.0
7744,333.3333333333333,168.5563486298408,0.0,151.70071376685672,300.0,8104.980759558905,451.7007137668567,17.61685522025339,0.0,299.0189624693376
